timestamp,username,user_id,source_chat,message_id,message,stage,status,matched_keyword,lead_tag,deleted
2026-04-27T20:10:42,pupillonian_bellboy,8256950753,@opt_b2b,,"❌ Надоело тратить время на поиск клиентов вручную?  💸 Реклама не приносит результата, рассылки остаются без ответа, а сделки не растут?  💡 Возможно, вы просто не доходите до своей аудитории. 📞 Наши контакты помогают напрямую связаться с ЛПР, руководителями компаний, поставщиками и заказчиками по всей России. ⏱️ Уже в течение суток вы сможете выйти на тех, кто действительно заинтересован в сотрудничестве и принимает решения.  📦 Вот часть направлений, с которыми уже работают наши клиенты:  1)🍆 Овощи и фрукты (РФ) (Компаний: 20 000)  2)🍓 Ягоды и грибы (Компаний: 1 600)  3)🍑 Плодово-ягодное направление (Компаний: 1 500)  4)🍆 Овощеводство (Компаний: 3 000)  5)🥩 Мясная продукция и полуфабрикаты (Компаний: 22 000)  6)🐔 Мясо птицы  и полуфабрикаты  (Компаний: 11 000)  7)🐄 Производство мясной продукции (Компаний: 11 000)  8)🍖 Оптовые поставки и переработка мяса (Компаний: 12 000)  9)🎣 рыбоводство и рыболовство  (Компаний: 5 000)  10)🐟 Рыба и морепродукты (Компаний: 10 200)  11)🐟 Переработка и консервирование рыбной продукции (Компаний: 1 400)  12)🎣 Оптовые поставщики рыбы и морепродуктов (Компаний: 1 600)  13)🥨 Пищевая отрасль и оборудование (Компаний: 28 000)  14)🧑‍🍳 Производственные предприятия пищевой сферы (Компаний: 8 700)  15)🛒 Оптовые дистрибьюторы продуктов питания (Компаний: 26 600)  16)👩‍🍳 ОКВЭД 10, 11 — производство продуктов и напитков (Компаний: 35 000)  17)🌾🐷 Сельское хозяйство (растениеводство и животноводство) (Компаний: 45 000)  18)🏪 Розничные продуктовые точки (Количество: 259 500)  19)🏬 Продовольственные магазины (Количество: 399 030)  20)🌾🚜 Сельхозпроизводители  (выход на руководителей и ЛПР ферм и колхозов ) (Компаний: 55 000)  21)👨‍🌾 Агропромышленные предприятия  (Компаний: 28 635)  22)🧑‍🌾 Сельхозпроизводители (ДНР, ЛНР, Херсонская, Запорожская обл.) (Количество: 4 000)  23)👨‍🌾 Фермерские хозяйства и агропроизводители РФ (Компаний: 132 500)   24. Оптовые поставщики овощей и фруктов (Количество: 9 200)   25. Переработка и консервация овощей и фруктов   26. Заготовка лесных пищевых ресурсов и лекарственных растений (грибы, ягоды, орехи и др.)  📊 В составе данных: • Телефонные номера, e-mail • Социальные сети и мессенджеры • Адреса и краткое описание • Названия организаций • Сайты • И другая полезная информация  💬 Нужна подборка в другой нише? Подготовим под ваш запрос.  📱 Связь: WhatsApp / Max личные сообщения +79331706014  📝 Напишите «ИНТЕРЕСУЕТ БАЗА» — предложим варианты в течение дня.",stage1,dry_run_detected_no_dm,сайт,,1
2026-04-27T20:11:08,Pa9krat,5140945119,@delaybizchat,,Привет.Если кому-то нужно автоматизировать заявки / связать сайт с Telegram / убрать ручную работу — могу помочь. Уже делал такие связки. Ставте + если не можете написать,stage1,dry_run_detected_no_dm,сайт,,1
2026-04-27T20:11:08,studyexplore,1367168810,@delaybizchat,,"Помогите, пожалуйста, разобраться в юридическом моменте: Кратко: у нас есть оффлайн мероприятие для специалистов, в нем возможно и бесплатное и платное участие Будем делать дружеские посты в тг без коммерческой основы (либо жест доброй воли автора либо обмен постами / пост взамен на гарантированную проходку или выступление в кач спикера) Вопрос: будет ли это считаться рекламой, нужно ли заключать договоры?  Так как сеять будем оч много где, если со всеми заключать договоры, то 1) уйдет куча времени 2) будут меньше соглашаться на публикации из-за бюрократической возни   Подробно: Бесплатное участие и отсутствие прямой коммерческой цели не исключает отнесение сообщение к рекламе, так как сообщение признается рекламным, если:  Адресовано неопределенному кругу лиц (не в лс перекинул пост, а в тгк) Направлено на привлечение внимания к объекту рекламирования, формирование или поддержание интереса к нему и его продвижение на рынке Наличие ссылки на сайт / форму регистрации (у нас с UTM-метками) Призыв к действию - И вроде как бартер особо не спасает..  С другой стороны вроде как все ок, если сообщение является новостным или справочно-информационным материалом, не имеющим основной целью продвижение товара, услуги или мероприятия на рынке........ запутанно  Если не ошибаюсь, когда я заносила данные в ОРД, нужно было номер договора указывать, тогда нужно ли рассматривать что-то типо: Договор безвозмездного оказания услуг Договор о взаимном информационном сотрудничестве Договор мены (бартера) ?",stage1,dry_run_detected_no_dm,сайт,,1
2026-04-27T20:11:29,ivan_philippovs,305072978,-1001431409353|comments_for=@surgaygraf,,"Всем привет!  Нужен аудит многостраничного сайта для компании по ремонту квартир + консультация по доработке и улучшению сайта.  Напишите, пожалуйста, в лс с примерами работ по сайтам и с ценами на аудит и консультацию.",stage1,skip_already_contacted,сайт,,1
2026-04-27T20:11:40,ekaterinaafanasieva98,1885782201,-1002129655155|comments_for=@directologika,,"Добрый день!🤗  Я начинающий специалист по настройке контекстной рекламы в Яндекс.Директ. Закончила продвинутое обучение в Kdigital.   Ищу возможность набраться опыта в подмастерье или взять несложные проекты.  Чем могу быть полезна: -Настройка кампаний -Сбор семантику, кластеризация, проработка минус-слов -Аудит сайта и конкурентов, подготовка карточек в Яндекс.Бизнесе и т.д.  Готова, попроектно или постоянно, разгрузить вас от рутины💪",stage1,dry_run_detected_no_dm,сайт,,1
2026-04-27T20:12:44,tanyyle,505737543,-1001676215045|comments_for=@pbondareva,,"а зачем подписываться на цветы? ну то есть нужно заказать доставку или купить - выбрал магазин, заказал. ну может в закладки кинул сайт или карточку на картах если понравилось",stage1,dry_run_detected_no_dm,сайт,,1
2026-05-07T20:16:34,antonbloxin,1059405288,-1001627541752,3867,"Коллеги, привет! Я Антон, делаю сайты и презентации для производственных компаний. Ищу 2–3 трафик-специалистов для партнерства. Быстро делаю посадочные под оффер + упаковку. Прикрепляю несколько моих работ, чтобы сложилось понимание по уровню.",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:16:40,pushasveta,542132764,@b2bchaat,7116,"У нас, кстати, сегодня еще ситуация оригинальная была. Через сайт оставили заявку на звонок. Звоним, представляемся, говорим про заявку, а там с ходу: я согласия не давала, звонок записан, я жалуюсь в ФАС!   Эти неЛюди похоже умышленно закидывают фас жалобами, чтобы компания попала в списки и попала на проверки.   Это все как раз началось после того случая, когда мы отказали одному товарищу в компенсации…",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:16:40,ekostrov,2723825,@b2bchaat,7129,"и мой опыт CJM полностью поменялся, мне не нужно заходить в выдачу и мониторить сайты - в жопу их) это сложно, плагин Claude прямо в бразуере или Manus тот же самый да даже ChatGPT Atlas (их браузер) сами за меня могут по моей задаче зайти и все заменить",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:16:45,ArtemBuc,515667612,@ppcnewcomments,35271,"Сейчас работаю над решении, которое позволит размечать лиды на сайте. При этом передаем в Метрику разные цели: качественный лид, подозрительный и спам. По качественным обучаем рекламу, по спаму анализируем и фильтруем не только площадки в РСЯ, но и в целом анализируем, откуда лезет спам.   Тестирую решение на 5 проектах. Решение нужно дорабатывать под каждый проект. О результатах буду писать у себя в канале.",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:16:45,Boris_Sindyankin,790324540,@ppcnewcomments,35276,"Без прозвона квалифицировать лид невозможно) Какая разница форма это или звонок, чтоб понять квал лид или нет нужно прозвонить контакт оставленный по форме на сайте",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:16:46,elbaotvet_bot,8422653996,@elbatalk,35096,"Здравствуйте :) Да, переплату нужно указывать в разделе 1.1 декларации по УСН. Если по вашим расчётам переплата была в каждом квартале, то по ней заполняются строки 050, 080 и 110 раздела 1.1. Строка 100 заполняется, если рассчитанное значений в ней равно нулю или больше нуля. В вашем случае там получается отрицательное число, однако его указывать там не нужно, оно будет без знака минус в строке 110. А строка 100 не заполняется или указывается прочерк, в зависимости от того, в какой программе вы  формируйте декларацию и в каком виде сдаёте (на бумаге или в электронном виде). Рекомендуем инструкцию по заполнению декларации УСН на сайте Бухонлайн.",stage1,skip_user_is_bot,сайт,junk,
2026-05-07T20:17:00,ninapk,816933254,-1001659273106,148978,"#ищу #дизайнер #tilda  Диджил агентство ConversionArt в поисках дизайнера-архитектора Tilda. Кратко про агентство: уже более 12 лет реализовываем проекты на стыке сильного дизайна и высокой конверсии, которая приносит прибыль бизнесу.   Что делать: - Разработка и кастомизация сайтов на Tilda - Доработка существующих сайтов на Tilda (создание страниц, доработка блоков) - Интеграция сторонних сервисов  Что важно: - Опыт в дизайне от 3х лет - Отличное знание Tilda: работа со стилями, Zero Block, адаптивность - Чувство стиля и большая насмотренность - Работа с административной частью (создание  - Опыт работы с Figma - Знание HTML/CSS/JS  Готовы сотрудничать по проектно. Условия более подробно можем обсудить в лс.  Отправляйте, пожалуйста, сразу свое портфолио @ninapk",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:17:01,sashaalymov,152034578,-1001659273106,148985,"#вакансия #ищу #директолог  Ищу директолога для проекта в б2б. Оказываем услуги консалтинга.   Что делать: – забрать на себя и эффективно вести контекстную рекламу  – предлагать и внедрять гипотезы на уровне объявлений, сайта и по другим этапам пути клиента – выполнять план по квал лидам   Что важно: – опыт от 3 лет в б2б услугах с длинным циклом сделки (2-3 месяца) – технический бэкграунд для постановки задач программистам – насмотренность и чувство современного дизайна  Оплата обсуждается по уровню вашего опыта. Будет оклад + мотивационная часть за выполнение плана.   Все прозрачно, в проекте есть отлично работающая сквозная аналитика.   Совмещение с другими проектами – ок.  АГЕНТСТВАМ просьба не откликаться  Просьба писать сразу с презентацией о себе, вашем опыте и кейсами в нише б2б.",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:17:03,shikhov_nikita,506531668,@bizneskazan,169817,"Коллеги, всем привет!    #ищу  Срочно ищу технического специалиста по сайтам на Bitrix.    Нужно внести правки после предыдущего подрядчика по готовому ТЗ  Если у вас есть проверенные контакты — напишите, пожалуйста, в личку",stage1,dry_run_detected_no_dm,сайт,wrote,
2026-05-07T20:17:04,rustargett,845718116,@bizneskazan,169916,Ищу подрядчика - нужно сделать 2 сайта одностраничника,stage1,dry_run_detected_no_dm,сайт,wrote,
2026-05-07T20:17:25,itgort,6682486108,@webproschool_chat,13810,"Добрый день, меня зовут Игорь.  Более 15 лет занимаюсь дизайном и разработкой лендингов, сложных сайтов, интернет-магазинов, платформ “под ключ”. Внедряю и настраиваю Битрикс24, AmoCRM, RetailCRM.   Также провожу аудит сайтов, настройку SEO. Осуществляю тех. поддержку сайтов.  Стек технологий • Front-end: React.js, Next.js, JavaScript, HTML 5, CSS3, VUE.js  • Back-end: Tilda, 1C-Битрикс, WordPress, Laravel, Nest.js, Node.js    Из дополнительного:  - интеграция с 1С, Мой склад  - подключение эл.кассы (Robokassa, PayAnyWay, Яндекс.Касса)  - интеграции служб доставки  - сложные калькуляторы  - мультилендинг и геотаргетинг  - биллинговые системы   Работаю строго по договору. Портфолио с реализованными кейсами по запросу в ЛС.  #помогу #ищуработу #сайт #дизайн #битрикс #ларавель #bitrix24 #вордпресс #тильда #амо #ритейл",stage1,dry_run_detected_no_dm,лендинг,junk,
2026-05-07T20:17:25,DmitriyShatalin,5024014099,@webproschool_chat,13811,"Добрый день! Меня зовут Дмитрий. В настоящее времяобучаюсь на последнем курсе ГАУ понаправлению БД (проживаю в Волгограде),но рассматриваю Москву как основное местопроживания — сейчас нахожусь здесь. Ищу позицию фронтенд‑разработчика(junior) или стажёра в областивеб‑разработки. Готов к полной иличастичной занятости, в том числе коплачиваемой стажировке (формат: онлайн/офлайн).  Мои ожидания по уровню дохода — от 60 000 рублей на позицииjunior‑разработчика или от 30 000 рублей напозиции стажёра. Я открыт к новым знаниям и готовпреодолевать любые профессиональныетрудности. Буду рад стать частью вашейкоманды и внести вклад в развитие вашихпроектов.  Мои навыки: - знание JavaScript (JS); - уверенное владение   HTML и CSS; - знакомство с Git, опыт работы срепозиториями на GitHub; - опыт тестирования и работы с версиямикода через Git.  Текущий проект: работаю над дипломом натему «Разработкапредметно‑ориентированного языка иплатформы для автоматической генерациивеб‑интерфейсов». Профиль на GitHub: https://github.com/dmitriyShatalin19  Несмотря на то что я начинающийспециалист, во мне достаточно упорства итрудолюбия — эти качества воспитала во мнемоя многодетная семья.  Буду благодарен за рассмотрение моейкандидатуры и возможность обсудить деталисотрудничества. Спасибо!  С уважением, Дмитрий",stage1,dry_run_detected_no_dm,фронтенд,junk,
2026-05-07T20:17:25,kluyew,1007098334,@webproschool_chat,13830,"Приветствую. Нужен лендинг для строительной компании. Интеграция с ТГ-ботом (квиз для расчета сметы), форма обратной связи, блок с видео-фоном. ИИ-рендеры и видео-кейсы. Кто готов — кидайте портфолио и вилку цен в личку.",stage1,dry_run_detected_no_dm,лендинг,wrote,
2026-05-07T20:17:25,luiiseung,2121998433,@webproschool_chat,13841,"Всем привет! Нужен честный совет со стороны. Я заканчиваю курс по frontend-разработке. Уверенно работаю с HTML, CSS, JavaScript и React (hooks, state, роутинг). За время обучения сделала около 25 проектов. Сейчас думаю, как лучше поступить дальше: сразу начинать искать работу как frontend-разработчик   или   потратить ещё ~3 месяца на backend, чтобы стать ближе к fullstack и уже потом выходить на рынок. Интересует реальный опыт: насколько сейчас реально устроиться только с фронтом на junior-позицию?   и даст ли backend заметное преимущество на старте, или это не критично? Буду благодарна за честные ответы.",stage1,dry_run_detected_no_dm,backend,junk,
2026-05-07T20:17:35,ko73a1a1,371049159,-1001351418281,125083,"Ты приходишь работать за процент, продаж нет, тебе говорят что дело в тебе и у тебя хуевый смм, на самом деле у клиента на сайте не работает кнопка «купить»  ты сделал свою работу и остался без денег из-за чужих ошибок  это работает только в том случае, где ты уверен в продукте на 100%, а чтобы быть уверенным в продукте нужно видеть внутренние процессы, которые тебе никто не покажет",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:17:37,Saveastopall,7427172251,@biznes_chat,931436,"Друзья, товарищи предприниматели и бизнесмены, вот очень интересно стало узнать мнение.  Как вы вообще смотрите на маркетинг и поиск потока клиентов?  Вам ""нужен человек, который знает где моя аудитория"" или все таки  ""у меня есть аудитория, надо понять почему они со мной работают?""  Чем дальше тем сильнее ощущение, что проблема часто вообще не в отсутствии рекламы или правильного канала, а в том, что многие до конца не понимают: почему текущие клиенты уже выбирают вас, что именно люди покупают у вас на самом деле, где возникает доверие и почему часть клиентов не доходит до сделки.  Мне лично кажется бизнес в таком случае пытается найти новую кнопку ""Деньги"" не разобравшись в плюсах и минусах старой. Кому то известен А/Б анализ в написании сайтов, кто то знаком с ассортиментным анализом или квалификацией клиента на основе составления портрета - это же все оттуда.  Интересно послушать мнения и практику на этот счёт? Обмен опытом так сказать...",stage1,dry_run_detected_no_dm,сайт,junk,
2026-05-07T20:19:12,elbaotvet_bot,8422653996,-1001358052505|comments_for=-1001449634550,35096,"Здравствуйте :) Да, переплату нужно указывать в разделе 1.1 декларации по УСН. Если по вашим расчётам переплата была в каждом квартале, то по ней заполняются строки 050, 080 и 110 раздела 1.1. Строка 100 заполняется, если рассчитанное значений в ней равно нулю или больше нуля. В вашем случае там получается отрицательное число, однако его указывать там не нужно, оно будет без знака минус в строке 110. А строка 100 не заполняется или указывается прочерк, в зависимости от того, в какой программе вы  формируйте декларацию и в каком виде сдаёте (на бумаге или в электронном виде). Рекомендуем инструкцию по заполнению декларации УСН на сайте Бухонлайн.",stage1,skip_user_is_bot,сайт,junk,
